Abs_r1,Abs_r2,Abs_r3,Abs_t1,Abs_t2,L1_L2_Flex_Ext,L1_L2_Lat_Bending,L1_L2_axial_rotation,L1_T12_Flex_Ext,L1_T12_Lat_Bending,L1_T12_axial_rotation,L2_L3_Flex_Ext,L2_L3_Lat_Bending,L2_L3_axial_rotation,L3_L4_Flex_Ext,L3_L4_Lat_Bending,L3_L4_axial_rotation,L4_L5_Flex_Ext,L4_L5_Lat_Bending,L4_L5_axial_rotation,L5_S1_Flex_Ext,L5_S1_Lat_Bending,L5_S1_axial_rotation,acromioclavicular_r1_l,acromioclavicular_r1_r,acromioclavicular_r2_l,acromioclavicular_r2_r,acromioclavicular_r3_l,acromioclavicular_r3_r,ankle_angle_l,ankle_angle_r,c1_skull_AR,c1_skull_FE,c1_skull_LB,c2_c1_AR,c2_c1_FE,c2_c1_LB,c3_c2_AR,c3_c2_FE,c3_c2_LB,c4_c3_AR,c4_c3_FE,c4_c3_LB,c5_c4_AR,c5_c4_FE,c5_c4_LB,c6_c5_AR,c6_c5_FE,c6_c5_LB,c7_c6_AR,c7_c6_FE,c7_c6_LB,cmc_abduction_l,cmc_abduction_r,cmc_flexion_l,cmc_flexion_r,deviation,deviation_l,elbow_flex_l,elbow_flex_r,elv_angle_l,elv_angle_r,flexion_l,flexion_r,hip_adduction_l,hip_adduction_r,hip_flexion_l,hip_flexion_r,hip_rotation_l,hip_rotation_r,ip_flexion_l,ip_flexion_r,knee_angle_l,knee_angle_l_beta_rotation1,knee_angle_l_beta_translation1,knee_angle_l_beta_translation2,knee_angle_l_rotation2,knee_angle_l_rotation3,knee_angle_l_translation1,knee_angle_l_translation2,knee_angle_r,knee_angle_r_beta_rotation1,knee_angle_r_beta_translation1,knee_angle_r_beta_translation2,knee_angle_r_rotation2,knee_angle_r_rotation3,knee_angle_r_translation1,knee_angle_r_translation2,mcp2_abduction_l,mcp2_abduction_r,mcp2_flexion_l,mcp2_flexion_r,mcp3_abduction_l,mcp3_abduction_r,mcp3_flexion_l,mcp3_flexion_r,mcp4_abduction_l,mcp4_abduction_r,mcp4_flexion_l,mcp4_flexion_r,mcp5_abduction_l,mcp5_abduction_r,mcp5_flexion_l,mcp5_flexion_r,md2_flexion_l,md2_flexion_r,md3_flexion_l,md3_flexion_r,md4_flexion_l,md4_flexion_r,md5_flexion_l,md5_flexion_r,mp_flexion_l,mp_flexion_r,mtp_flex_l,mtp_flex_r,pm2_flexion_l,pm2_flexion_r,pm3_flexion_l,pm3_flexion_r,pm4_flexion_l,pm4_flexion_r,pm5_flexion_l,pm5_flexion_r,pro_sup,pro_sup_l,shoulder1_r2_l,shoulder1_r2_r,shoulder_elv_l,shoulder_elv_r,shoulder_rot_l,shoulder_rot_r,skull_AR,skull_FE,skull_LB,sternoclavicular_r2_l,sternoclavicular_r2_r,sternoclavicular_r3_l,sternoclavicular_r3_r,subtalar_angle_l,subtalar_angle_r,unrothum_r1_l,unrothum_r1_r,unrothum_r2_l,unrothum_r2_r,unrothum_r3_l,unrothum_r3_r,unrotscap_r2_l,unrotscap_r2_r,unrotscap_r3_l,unrotscap_r3_r
-0.0456,-0.05862,-0.001463,-0.01431,0.005108,-0.194,0.03827,0.11975,-0.1971,0.0349,0.0694,-0.1934,0.04062,0.0363,-0.1923,0.04016,-0.0776,-0.1932,0.04013,-0.1748,0.1549,-0.1732,0.014496,0.01459,0.04077,-0.01039,-0.001643,0.2201,0.189,0.06183,-0.2377,0.0302,0.06088,0.004566,0.0254,0.0313,0.003885,0.008385,0.0102,0.005154,0.00852,0.02448,0.006577,0.008385,0.0748,0.00716,0.00929,0.1423,0.003704,0.02101,0.06,-0.01756,-0.1,-0.1,-0.1,-0.1,-0.0715,0.343,0.987,1.772,0.07214,0.2659,-0.621,-0.502,-0.2037,-0.2664,-0.3547,-0.2705,-0.2886,-0.3257,0.2,0.2,0.33,0.0,0.05,-0.0179,-0.002363,-0.2202,0.0005054,0.0003648,0.1859,0.0,0.05,-0.0179,0.01898,6.24e-05,0.001742,0.006958,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.026,0.9683,0.0749,-0.1471,0.00885,0.272,0.0749,-0.1471,0.03357,0.03265,0.00673,-0.1522,-0.2527,0.05066,-0.0008407,0.2316,-0.0663,-0.0688,-0.3188,0.05075,0.1064,-0.0851,-0.3096,-0.000522,0.1377,-0.0357,-0.01297
-0.05344,-0.0683,-0.001216,-0.01556,0.00998,-0.1927,0.0344,0.1189,-0.1946,0.02888,0.05048,-0.1912,0.03937,0.04135,-0.1874,0.0397,-0.0727,-0.1853,0.0396,-0.1764,0.1805,-0.1527,0.01492,0.01039,0.03128,-0.01017,-0.002317,0.2201,0.1877,0.00925,-0.258,0.033,0.09357,0.01043,0.02818,0.03668,0.007298,0.0084,-0.00631,0.006214,0.008514,0.004936,0.005936,0.008484,0.05536,0.005,0.00976,0.1377,0.0005517,0.02428,0.0723,-0.0212,-0.1,-0.1,-0.1,-0.1,-0.0565,0.3403,0.988,1.782,0.0761,0.2715,-0.618,-0.515,-0.1978,-0.2666,-0.3557,-0.219,-0.3088,-0.3335,0.2,0.2,0.2732,0.0,0.05,-0.0179,-0.001622,-0.2211,3.856e-05,0.000187,0.1824,0.0,0.05,-0.0179,0.01991,3.207e-05,0.001637,0.006973,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.036,0.9683,0.0789,-0.1322,0.00339,0.2698,0.0789,-0.1322,0.03528,0.0467,0.01359,-0.1664,-0.2659,0.066,-0.000447,0.2372,-0.07886,-0.07715,-0.3362,0.06042,0.1126,-0.0949,-0.3115,-0.0002482,0.1417,-0.03366,-0.00917
-0.0608,-0.0775,-0.000883,-0.01608,0.01514,-0.1926,0.02676,0.11176,-0.1818,0.02567,0.04584,-0.1904,0.03302,0.03842,-0.1844,0.03772,-0.07086,-0.1727,0.0389,-0.1738,0.2001,-0.1261,0.00858,0.00572,0.01419,-0.00998,-0.00348,0.2155,0.1792,-0.02728,-0.2861,0.0388,0.1265,0.01178,0.03357,0.04016,0.007137,0.00848,-0.02641,0.00503,0.008514,-0.01524,0.004707,0.00853,0.03687,0.004402,0.00998,0.1375,0.000956,0.02756,0.08185,-0.01942,-0.1,-0.1,-0.1,-0.1,-0.02167,0.3335,0.988,1.825,0.0813,0.2866,-0.6133,-0.513,-0.1897,-0.2754,-0.3562,-0.1637,-0.3176,-0.343,0.2,0.2,0.2294,0.0,0.05,-0.0179,-0.001524,-0.2041,-8.04e-05,-2.4e-06,0.1785,0.0,0.05,-0.0179,0.02258,-4.77e-06,0.001299,0.005604,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.061,0.963,0.0841,-0.1097,0.0007586,0.274,0.0841,-0.1097,0.04068,0.0531,0.01509,-0.1753,-0.2695,0.07983,-1.2e-06,0.2437,-0.103,-0.0866,-0.3481,0.0707,0.1212,-0.1023,-0.3044,1.717e-05,0.1405,-0.03076,-0.003857
-0.0672,-0.0855,-0.0005393,-0.0161,0.0195,-0.1934,0.01536,0.1019,-0.1602,0.02823,0.0535,-0.1917,0.01973,0.03137,-0.1865,0.03235,-0.0718,-0.1714,0.0387,-0.1719,0.2233,-0.0956,6.98e-05,0.002573,0.001609,-0.00994,-0.002987,0.2067,0.1698,-0.0397,-0.3105,0.04593,0.1547,0.01101,0.04028,0.04355,0.00545,0.008606,-0.04614,0.002834,0.0086,-0.03168,0.003004,0.00861,0.02222,0.003881,0.01007,0.1423,0.002016,0.02965,0.08453,-0.01602,-0.1,-0.1,-0.1,-0.1,0.003986,0.328,0.986,1.87,0.08514,0.2974,-0.6025,-0.5176,-0.1804,-0.2886,-0.365,-0.11584,-0.3196,-0.347,0.2,0.2,0.2001,0.0,0.05,-0.0179,-0.001632,-0.1759,-3.7e-05,-3.86e-05,0.1777,0.0,0.05,-0.0179,0.02629,7e-07,0.0008655,0.00395,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.087,0.957,0.0879,-0.0907,0.002087,0.2795,0.0879,-0.0907,0.04794,0.05142,0.01327,-0.1782,-0.2698,0.0877,8.38e-05,0.248,-0.1318,-0.09314,-0.363,0.07697,0.1278,-0.1038,-0.2969,7.58e-05,0.138,-0.02585,-1.02e-05
-0.074,-0.094,-0.0003054,-0.01575,0.02153,-0.1945,0.003195,0.0921,-0.1436,0.0342,0.0647,-0.1937,0.004078,0.02397,-0.1914,0.02542,-0.07355,-0.1805,0.03888,-0.1709,0.249,-0.0653,-0.00769,0.002428,-0.002708,-0.00998,-0.002323,0.1989,0.1649,-0.03714,-0.3152,0.0516,0.1755,0.01154,0.04575,0.04904,0.004963,0.00877,-0.0622,0.001358,0.00877,-0.04257,0.001366,0.0088,0.01192,0.002346,0.01023,0.15,0.001056,0.03029,0.08374,-0.01517,-0.1,-0.1,-0.1,-0.1,0.00888,0.325,0.985,1.8955,0.0867,0.2976,-0.5923,-0.5513,-0.1785,-0.2935,-0.3762,-0.0773,-0.3174,-0.3423,0.2,0.2,0.186,0.0,0.05,-0.0179,-0.001692,-0.1486,2.15e-06,-1.57e-05,0.1868,0.0,0.05,-0.0179,0.02919,4.023e-05,0.0007467,0.003632,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.102,0.955,0.0894,-0.08246,0.006058,0.2847,0.0894,-0.08246,0.05374,0.04712,0.01215,-0.1794,-0.2693,0.09045,2.83e-05,0.2491,-0.1589,-0.09503,-0.379,0.07806,0.1295,-0.09985,-0.291,3.04e-05,0.1357,-0.0203,0.001231
-0.0818,-0.1039,-0.0002147,-0.01533,0.02132,-0.1956,-0.005028,0.08514,-0.1412,0.03873,0.0724,-0.1953,-0.00636,0.01901,-0.1951,0.02113,-0.0748,-0.1906,0.03925,-0.1705,0.269,-0.04288,-0.01322,0.00492,-0.001465,-0.010086,-0.002722,0.196,0.166,-0.03116,-0.304,0.0542,0.1862,0.01287,0.04822,0.0559,0.005573,0.00869,-0.0723,0.0009747,0.00869,-0.04758,0.0004506,0.008705,0.005924,0.0008054,0.01012,0.1575,-0.0008097,0.03,0.08295,-0.01616,-0.1,-0.1,-0.1,-0.1,0.003017,0.3218,0.9863,1.904,0.08795,0.294,-0.589,-0.601,-0.1864,-0.2844,-0.3877,-0.0498,-0.3145,-0.3315,0.2,0.2,0.1823,0.0,0.05,-0.0179,-0.001692,-0.1342,8.1e-06,4.1e-06,0.2054,0.0,0.05,-0.0179,0.02968,4.363e-05,0.001083,0.00496,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.108,0.96,0.0907,-0.0827,0.009056,0.2896,0.0907,-0.0827,0.0564,0.04443,0.0117,-0.181,-0.2698,0.09204,5.3e-06,0.2448,-0.1731,-0.0946,-0.3826,0.07837,0.1263,-0.0956,-0.284,-9.96e-05,0.1338,-0.01733,0.0005665
-0.0873,-0.1107,-0.0001998,-0.01512,0.0205,-0.1959,-0.006744,0.0829,-0.1484,0.04,0.0781,-0.1958,-0.009186,0.01733,-0.1962,0.02017,-0.0754,-0.1956,0.03918,-0.17,0.2761,-0.03217,-0.01575,0.00906,0.004097,-0.010216,-0.002748,0.1979,0.1702,-0.02528,-0.2942,0.05383,0.1879,0.013306,0.04764,0.0619,0.00618,0.007675,-0.0773,0.001345,0.007618,-0.04797,0.0006304,0.007545,0.004223,0.0006647,0.0089,0.1643,-0.001206,0.02876,0.08276,-0.01582,-0.1,-0.1,-0.1,-0.1,-0.01494,0.3162,0.9893,1.89,0.09015,0.2878,-0.591,-0.633,-0.2021,-0.2712,-0.3958,-0.03784,-0.312,-0.3174,0.2,0.2,0.192,0.0,0.05,-0.0179,-0.001679,-0.138,2.7e-06,1.85e-05,0.2305,0.0,0.05,-0.0179,0.02864,-0.0001366,0.001491,0.00648,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.109,0.97,0.0929,-0.0916,0.009285,0.2935,0.0929,-0.0916,0.05624,0.04263,0.01038,-0.1815,-0.27,0.0947,3.24e-05,0.2354,-0.1663,-0.09125,-0.369,0.0796,0.11633,-0.09296,-0.2754,-0.000253,0.1337,-0.0177,-0.002415
-0.0857,-0.1086,-0.0002419,-0.01478,0.01921,-0.1948,-0.003222,0.0848,-0.1573,0.0398,0.0867,-0.1957,-0.00785,0.01779,-0.1958,0.01959,-0.0756,-0.1964,0.0379,-0.1693,0.2666,-0.03111,-0.01527,0.0154,0.01273,-0.00997,-0.001909,0.2025,0.1737,-0.015526,-0.2883,0.05154,0.1866,0.012665,0.04504,0.0653,0.00646,0.005436,-0.0798,0.002127,0.005245,-0.04636,0.0016775,0.00501,0.005585,0.002054,0.00623,0.1727,0.0005608,0.02637,0.0829,-0.01274,-0.1,-0.1,-0.1,-0.1,-0.0509,0.3103,0.988,1.841,0.09076,0.2737,-0.592,-0.633,-0.2292,-0.2627,-0.3928,-0.04227,-0.3047,-0.2998,0.2,0.2,0.2289,0.0,0.05,-0.0179,-0.001676,-0.1536,-5.4e-07,2.015e-05,0.2632,0.0,0.05,-0.0179,0.02548,-0.00048,0.001649,0.007156,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.102,0.981,0.09344,-0.1113,0.01057,0.2942,0.09344,-0.1113,0.05426,0.0391,0.008224,-0.1794,-0.2666,0.0982,2.15e-05,0.2188,-0.1449,-0.08167,-0.3506,0.07666,0.0969,-0.08685,-0.2725,1.92e-05,0.1367,-0.01964,-0.007317
-0.0766,-0.09686,-0.0003383,-0.01351,0.01665,-0.1925,0.002047,0.0884,-0.162,0.03958,0.09796,-0.1956,-0.006332,0.01878,-0.1954,0.0175,-0.07587,-0.1958,0.03555,-0.1685,0.2417,-0.03455,-0.01291,0.02252,0.02086,-0.00884,-0.001546,0.2085,0.175,-0.002003,-0.2766,0.0485,0.186,0.012115,0.04187,0.06573,0.006744,0.002542,-0.0825,0.002956,0.002237,-0.0458,0.002731,0.00186,0.006763,0.003582,0.002949,0.1807,0.002756,0.02336,0.08295,-0.00887,-0.1,-0.1,-0.1,-0.1,-0.0905,0.3076,0.975,1.772,0.08795,0.253,-0.589,-0.6177,-0.2705,-0.2568,-0.3687,-0.05383,-0.2847,-0.28,0.2,0.2,0.3098,0.0,0.05,-0.0179,-0.001682,-0.1715,-6.6e-07,-4.03e-05,0.3064,0.0,0.05,-0.0179,0.01845,-0.0002053,0.001637,0.00709,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.087,0.988,0.0904,-0.1355,0.01816,0.2935,0.0904,-0.1355,0.05145,0.0338,0.00676,-0.1752,-0.2568,0.0998,-0.0001625,0.1869,-0.12463,-0.06744,-0.3425,0.0662,0.0733,-0.0726,-0.275,0.001307,0.1428,-0.02094,-0.01179
-0.06396,-0.081,-0.0004888,-0.0113,0.01303,-0.1913,0.00679,0.0917,-0.1641,0.0391,0.1084,-0.1956,-0.00556,0.01958,-0.1954,0.014946,-0.0762,-0.1953,0.03342,-0.1676,0.211,-0.0381,-0.010345,0.02647,0.02934,-0.007195,-0.001683,0.213,0.1779,-0.0002487,-0.257,0.04556,0.1862,0.012634,0.03903,0.0643,0.007336,-0.0001508,-0.0859,0.003487,-0.0004568,-0.04648,0.002962,-0.000858,0.007042,0.003748,0.0002224,0.1847,0.003195,0.02065,0.0829,-0.007183,-0.1,-0.1,-0.1,-0.1,-0.10846,0.3093,0.957,1.725,0.08453,0.2389,-0.5864,-0.598,-0.3154,-0.253,-0.3135,-0.06186,-0.2427,-0.2615,0.2,0.2,0.4485,0.0,0.05,-0.0179,-0.001694,-0.1873,-6e-08,-0.0001742,0.3557,0.0,0.05,-0.0179,0.0113,0.002064,0.0016365,0.006344,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.07,0.9897,0.0867,-0.1533,0.02995,0.299,0.0867,-0.1533,0.04834,0.0277,0.007248,-0.1687,-0.2395,0.0968,-0.0004277,0.1354,-0.1108,-0.05533,-0.336,0.0543,0.05447,-0.05472,-0.2686,0.003176,0.1526,-0.02051,-0.01714
-0.05252,-0.0669,-0.0007014,-0.00937,0.00965,-0.1921,0.01059,0.0942,-0.171,0.0375,0.11444,-0.1954,-0.004436,0.02042,-0.1954,0.0141,-0.0762,-0.1947,0.03317,-0.1669,0.187,-0.03998,-0.00857,0.02696,0.04202,-0.00631,-0.001207,0.2141,0.1853,-0.03455,-0.2329,0.04306,0.1837,0.01389,0.0368,0.06152,0.008,-0.002254,-0.0882,0.003689,-0.00249,-0.04474,0.002554,-0.00283,0.01189,0.002876,-0.0016985,0.1854,0.002203,0.01851,0.08276,-0.007256,-0.1,-0.1,-0.1,-0.1,-0.1006,0.316,0.946,1.715,0.0861,0.2393,-0.589,-0.5537,-0.3425,-0.2554,-0.2267,-0.0633,-0.1743,-0.2471,0.2,0.2,0.634,0.0,0.05,-0.0179,-0.001682,-0.1943,2e-07,-0.0002573,0.4001,0.0,0.05,-0.0179,0.01078,0.007072,0.001674,0.00472,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.06,0.987,0.088,-0.1628,0.0388,0.3162,0.088,-0.1628,0.04532,0.01648,0.0093,-0.1603,-0.2167,0.0923,2.57e-05,0.0726,-0.0959,-0.04877,-0.3135,0.0505,0.04135,-0.04163,-0.2416,0.00401,0.1655,-0.01974,-0.02835
-0.04462,-0.05722,-0.000871,-0.00847,0.007866,-0.192,0.013115,0.0959,-0.18,0.0353,0.1157,-0.1948,-0.002832,0.02141,-0.1956,0.01497,-0.0756,-0.1945,0.0348,-0.1661,0.1722,-0.04022,-0.007553,0.02737,0.05478,-0.006943,-0.0002785,0.2131,0.1935,-0.1055,-0.2075,0.04114,0.174,0.01407,0.03506,0.0549,0.007763,-0.003876,-0.0905,0.003529,-0.004105,-0.0392,0.002363,-0.00443,0.0252,0.002882,-0.003502,0.1855,0.002655,0.0166,0.083,-0.005096,-0.1,-0.1,-0.1,-0.1,-0.0871,0.3254,0.9424,1.725,0.09503,0.2465,-0.5986,-0.47,-0.338,-0.2627,-0.12177,-0.05743,-0.08997,-0.2378,0.2,0.2,0.819,0.0,0.05,-0.0179,-0.001605,-0.1799,2e-07,-0.0001847,0.4287,0.0,0.05,-0.0179,0.01619,0.01486,0.001578,0.002571,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.059,0.982,0.0968,-0.1708,0.04196,0.342,0.0968,-0.1708,0.04276,-0.0081,0.010544,-0.1539,-0.194,0.0938,0.002237,0.01898,-0.0754,-0.04398,-0.2778,0.05692,0.02881,-0.0341,-0.1996,0.002962,0.177,-0.02034,-0.04477
-0.04022,-0.05185,-0.0008807,-0.00804,0.007755,-0.1893,0.01407,0.0968,-0.1809,0.03433,0.11536,-0.1938,-0.001922,0.02219,-0.1956,0.01555,-0.07477,-0.1948,0.0365,-0.1652,0.1587,-0.03912,-0.006927,0.02853,0.0603,-0.008385,0.0001868,0.2122,0.1957,-0.175,-0.191,0.04025,0.156,0.01088,0.03397,0.04248,0.00524,-0.00498,-0.0959,0.002518,-0.005352,-0.03384,0.002745,-0.005764,0.0419,0.005154,-0.005596,0.1864,0.006943,0.01479,0.0838,0.002605,-0.1,-0.1,-0.1,-0.1,-0.08307,0.331,0.9414,1.733,0.1058,0.2496,-0.613,-0.3772,-0.305,-0.2703,-0.02385,-0.0474,-0.01927,-0.2339,0.2,0.2,0.9526,0.0,0.05,-0.0179,-0.001522,-0.1451,1e-07,-5.007e-05,0.4353,0.0,0.05,-0.0179,0.01886,0.02504,0.001148,0.0008,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.062,0.979,0.10724,-0.1809,0.04062,0.368,0.10724,-0.1809,0.04147,-0.04675,0.007717,-0.1549,-0.1781,0.1017,0.00579,-0.006275,-0.05484,-0.03427,-0.2476,0.06506,0.0158,-0.02869,-0.1602,0.001133,0.1825,-0.02168,-0.0598
-0.0392,-0.05048,-0.000816,-0.007454,0.00762,-0.1881,0.01366,0.0968,-0.1761,0.03482,0.1155,-0.1936,-0.002304,0.0225,-0.1956,0.01546,-0.07416,-0.1954,0.03775,-0.1641,0.1404,-0.03564,-0.006657,0.02788,0.05917,-0.009514,-0.0001283,0.2112,0.1925,-0.2021,-0.1935,0.0411,0.1368,0.004,0.03403,0.02847,0.0003262,-0.00496,-0.1038,0.0004141,-0.005585,-0.0324,0.003387,-0.006226,0.0533,0.00925,-0.007187,0.1868,0.01448,0.01377,0.08435,0.014694,-0.1,-0.1,-0.1,-0.1,-0.0866,0.328,0.9404,1.742,0.11066,0.2439,-0.6284,-0.323,-0.2617,-0.2788,0.04398,-0.04358,0.007477,-0.2345,0.2,0.2,1.014,0.0,0.05,-0.0179,-0.001758,-0.11096,6e-08,1.603e-05,0.4202,0.0,0.05,-0.0179,0.01358,0.03552,0.000508,-3.64e-05,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.064,0.982,0.1116,-0.1941,0.03537,0.3865,0.1116,-0.1941,0.04233,-0.0859,-0.0002747,-0.162,-0.1692,0.1063,0.00889,-0.001473,-0.03943,-0.01918,-0.2322,0.0667,0.00533,-0.02611,-0.1351,-7.33e-06,0.1831,-0.02194,-0.0698
-0.0416,-0.05325,-0.0008283,-0.006683,0.00606,-0.1908,0.013405,0.0961,-0.1777,0.03537,0.1146,-0.1945,-0.003252,0.02223,-0.1956,0.01611,-0.0741,-0.1957,0.0386,-0.1635,0.1194,-0.031,-0.006557,0.0236,0.0576,-0.00997,-0.00089,0.21,0.1908,-0.1808,-0.2194,0.04257,0.1266,-0.003538,0.0346,0.01994,-0.004818,-0.004086,-0.11,-0.00197,-0.004875,-0.0344,0.0037,-0.005783,0.05566,0.012886,-0.007618,0.184,0.02138,0.01339,0.08105,0.02538,-0.1,-0.1,-0.1,-0.1,-0.09143,0.322,0.941,1.745,0.1089,0.2288,-0.644,-0.3174,-0.2264,-0.2942,0.078,-0.04987,-0.01498,-0.2365,0.2,0.2,1.003,0.0,0.05,-0.0179,-0.002625,-0.0918,1e-07,1.57e-05,0.3875,0.0,0.05,-0.0179,0.004765,0.04337,4.745e-05,-0.0001526,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.066,0.9883,0.1093,-0.2126,0.02864,0.396,0.1093,-0.2126,0.04398,-0.108,-0.00985,-0.1692,-0.1606,0.1001,0.01017,0.01826,-0.0251,-0.006607,-0.2258,0.0629,-0.0002766,-0.02762,-0.12463,-0.000223,0.1829,-0.01976,-0.07806
-0.04562,-0.05817,-0.000873,-0.00599,0.004242,-0.1945,0.01539,0.0953,-0.1875,0.03543,0.1123,-0.1953,-0.00431,0.02101,-0.1954,0.01682,-0.0752,-0.1953,0.03748,-0.1638,0.10187,-0.03146,-0.005592,0.01596,0.0595,-0.00987,-0.001232,0.2078,0.1935,-0.1387,-0.2693,0.04156,0.1277,-0.007675,0.03314,0.01833,-0.007343,-0.00423,-0.1123,-0.003283,-0.004906,-0.03815,0.003283,-0.00579,0.05103,0.01371,-0.007812,0.1764,0.02353,0.01189,0.0703,0.02872,-0.1,-0.1,-0.1,-0.1,-0.0946,0.3213,0.943,1.731,0.1055,0.2074,-0.66,-0.332,-0.2065,-0.3206,0.092,-0.0535,-0.0658,-0.2322,0.2,0.2,0.924,0.0,0.05,-0.0179,-0.00306,-0.0834,1e-07,2.6e-06,0.34,0.0,0.05,-0.0179,-0.001016,0.04846,-7.766e-05,-4.84e-05,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.074,0.991,0.10583,-0.2379,0.02432,0.3977,0.10583,-0.2379,0.0431,-0.10767,-0.01539,-0.1721,-0.1476,0.0877,0.00963,0.04266,-0.006557,-0.00435,-0.2194,0.06018,-0.001413,-0.03165,-0.12427,-7.88e-05,0.1864,-0.01475,-0.089
